market1,market2,correlation
Adilabad(Rythu Bazar),Akbarpur,0.876
Adilabad(Rythu Bazar),Alappuzha,0.879
Adilabad(Rythu Bazar),Aligarh,0.848
Adilabad(Rythu Bazar),Alipurduar,0.878
Adilabad(Rythu Bazar),Alirajpur(F&V),0.658
Adilabad(Rythu Bazar),Aluva,0.742
Adilabad(Rythu Bazar),Alwar (F&V),0.84
Adilabad(Rythu Bazar),Ambala Cantt.,0.825
Adilabad(Rythu Bazar),Ambala City(Subji Mandi),0.68
Adilabad(Rythu Bazar),Amrawati(Frui & Veg. Market),0.88
Adilabad(Rythu Bazar),Amritsar(Amritsar Mewa Mandi),0.765
Adilabad(Rythu Bazar),Amroha,0.866
Adilabad(Rythu Bazar),"Anand(Veg,Yard,Anand)",0.941
Adilabad(Rythu Bazar),Anandnagar,0.888
Adilabad(Rythu Bazar),Anchal,0.726
Adilabad(Rythu Bazar),Angamaly,0.925
Adilabad(Rythu Bazar),Angul(Atthamallick),0.802
Adilabad(Rythu Bazar),Ankleshwar,0.893
Adilabad(Rythu Bazar),Anoop Shahar,0.8
Adilabad(Rythu Bazar),Anwala,0.692
Adilabad(Rythu Bazar),Aralamoodu,0.918
Adilabad(Rythu Bazar),Asansol,0.845
Adilabad(Rythu Bazar),Atarra,0.904
Adilabad(Rythu Bazar),Athirampuzha,0.887
Adilabad(Rythu Bazar),Attingal,0.912
Adilabad(Rythu Bazar),Auraiya,0.887
Adilabad(Rythu Bazar),Azadpur,0.872
Adilabad(Rythu Bazar),Azamgarh,0.867
Adilabad(Rythu Bazar),Baberu,0.852
Adilabad(Rythu Bazar),Badayoun,0.845
Adilabad(Rythu Bazar),Badwaha,0.728
Adilabad(Rythu Bazar),Bagepalli,0.596
Adilabad(Rythu Bazar),Bahraich,0.884
Adilabad(Rythu Bazar),Balarampur,0.841
Adilabad(Rythu Bazar),Ballabhgarh,0.856
Adilabad(Rythu Bazar),Ballia,0.857
Adilabad(Rythu Bazar),Balrampur,0.847
Adilabad(Rythu Bazar),Balugaon,0.888
Adilabad(Rythu Bazar),Banda,0.901
Adilabad(Rythu Bazar),Bandrol,0.854
Adilabad(Rythu Bazar),Bangarmau,0.869
Adilabad(Rythu Bazar),Bangarpet,0.891
Adilabad(Rythu Bazar),Barabanki,0.857
Adilabad(Rythu Bazar),Barara,0.611
Adilabad(Rythu Bazar),Barasat,0.85
Adilabad(Rythu Bazar),Baraut,0.774
Adilabad(Rythu Bazar),Bareilly,0.846
Adilabad(Rythu Bazar),Bargarh,0.875
Adilabad(Rythu Bazar),Bargarh(Barapalli),0.874
Adilabad(Rythu Bazar),Bariwala,0.625
Adilabad(Rythu Bazar),Barnala,0.705
Adilabad(Rythu Bazar),Barwala,0.699
Adilabad(Rythu Bazar),Basti,0.879
Adilabad(Rythu Bazar),Batote,0.857
Adilabad(Rythu Bazar),Belacoba,0.843
Adilabad(Rythu Bazar),Belgaum,0.888
Adilabad(Rythu Bazar),Bhadrak,0.908
Adilabad(Rythu Bazar),Bharthna,0.852
Adilabad(Rythu Bazar),Bharuasumerpur,0.876
Adilabad(Rythu Bazar),Bharwari,0.835
Adilabad(Rythu Bazar),Bhawanigarh,0.788
Adilabad(Rythu Bazar),Bhawanipatna,0.807
Adilabad(Rythu Bazar),Bhiwani,0.736
Adilabad(Rythu Bazar),Bhopal(F&V),0.848
Adilabad(Rythu Bazar),Bhuna,0.775
Adilabad(Rythu Bazar),Bhuntar,0.855
Adilabad(Rythu Bazar),Bhusaval,0.616
Adilabad(Rythu Bazar),Biaora,0.609
Adilabad(Rythu Bazar),Bijnaur,0.732
Adilabad(Rythu Bazar),Bikaner (F&V),0.727
Adilabad(Rythu Bazar),Bilaspur,0.736
Adilabad(Rythu Bazar),Bilimora,0.916
Adilabad(Rythu Bazar),Bilsi,0.805
Adilabad(Rythu Bazar),Bindki,0.82
Adilabad(Rythu Bazar),"Binny Mill (F&V), Bangalore",0.885
Adilabad(Rythu Bazar),Birbhum,0.82
Adilabad(Rythu Bazar),Bowenpally,0.885
Adilabad(Rythu Bazar),Buland Shahr,0.842
Adilabad(Rythu Bazar),Ch. Dadri,0.866
Adilabad(Rythu Bazar),Chaandpur,0.611
Adilabad(Rythu Bazar),Chakdah,0.865
Adilabad(Rythu Bazar),Chamba,0.748
Adilabad(Rythu Bazar),Champadanga,0.926
Adilabad(Rythu Bazar),Chandabali,0.771
Adilabad(Rythu Bazar),Chandausi,0.858
Adilabad(Rythu Bazar),Chandigarh(Grain/Fruit),0.8
Adilabad(Rythu Bazar),Chandoli,0.869
Adilabad(Rythu Bazar),Chandrapur(Ganjwad),0.784
Adilabad(Rythu Bazar),Chandvad,0.607
Adilabad(Rythu Bazar),Channapatana,0.902
Adilabad(Rythu Bazar),Charra,0.811
Adilabad(Rythu Bazar),Chathanoor,0.907
Adilabad(Rythu Bazar),Chatta Krushak Bazar,0.78
Adilabad(Rythu Bazar),Chengannur,0.749
Adilabad(Rythu Bazar),Chhachrauli,0.564
Adilabad(Rythu Bazar),Chhindwara(F&V),0.862
Adilabad(Rythu Bazar),Chickkaballapura,0.916
Adilabad(Rythu Bazar),Chikkamagalore,0.899
Adilabad(Rythu Bazar),Chintamani,0.857
Adilabad(Rythu Bazar),Chirgaon,0.89
Adilabad(Rythu Bazar),Chittorgarh,0.748
Adilabad(Rythu Bazar),Chitwadagaon,0.853
Adilabad(Rythu Bazar),Chorichora,0.658
Adilabad(Rythu Bazar),Churu,0.637
Adilabad(Rythu Bazar),Dabwali,0.759
Adilabad(Rythu Bazar),Dahod(Veg. Market),0.772
Adilabad(Rythu Bazar),Damnagar,0.895
Adilabad(Rythu Bazar),Dasuya,0.715
Adilabad(Rythu Bazar),Davangere,0.91
Adilabad(Rythu Bazar),Deori,0.535
Adilabad(Rythu Bazar),Devariya,0.808
Adilabad(Rythu Bazar),Dewas(F&V),0.708
Adilabad(Rythu Bazar),Dhamnod,0.71
Adilabad(Rythu Bazar),Dhand,0.673
Adilabad(Rythu Bazar),Dhupguri,0.81
Adilabad(Rythu Bazar),Dinanagar,0.539
Adilabad(Rythu Bazar),Doddaballa Pur,0.872
Adilabad(Rythu Bazar),Doraha,0.785
Adilabad(Rythu Bazar),Dudhansadhan,0.688
Adilabad(Rythu Bazar),Durg,0.906
Adilabad(Rythu Bazar),Durgapur,0.825
Adilabad(Rythu Bazar),Etah,0.83
Adilabad(Rythu Bazar),Etawah,0.762
Adilabad(Rythu Bazar),Ettumanoor,0.908
Adilabad(Rythu Bazar),Falakata,0.813
Adilabad(Rythu Bazar),Farukh Nagar,0.743
Adilabad(Rythu Bazar),Fatehpur,0.835
Adilabad(Rythu Bazar),Fatehpur Sikri,0.831
Adilabad(Rythu Bazar),FerozpurZirkha(Nagina),0.781
Adilabad(Rythu Bazar),Firozabad,0.814
Adilabad(Rythu Bazar),Gadaura,0.601
Adilabad(Rythu Bazar),Ganaur,0.768
Adilabad(Rythu Bazar),Gazipur,0.755
Adilabad(Rythu Bazar),Gharaunda,0.713
Adilabad(Rythu Bazar),Ghaziabad,0.801
Adilabad(Rythu Bazar),Ghiraur,0.782
Adilabad(Rythu Bazar),Gohana,0.655
Adilabad(Rythu Bazar),Golagokarnath,0.802
Adilabad(Rythu Bazar),Goluwala,0.643
Adilabad(Rythu Bazar),Gonda,0.802
Adilabad(Rythu Bazar),Gorakhpur,0.827
Adilabad(Rythu Bazar),Gowribidanoor,0.677
Adilabad(Rythu Bazar),Gudimalkapur,0.899
Adilabad(Rythu Bazar),Gurgaon,0.857
Adilabad(Rythu Bazar),Gurusarai,0.868
Adilabad(Rythu Bazar),Haatpipliya,0.781
Adilabad(Rythu Bazar),Habra,0.791
Adilabad(Rythu Bazar),Hamirpur,0.794
Adilabad(Rythu Bazar),Hamirpur(Nadaun),0.578
Adilabad(Rythu Bazar),Hanumangarh Town,0.643
Adilabad(Rythu Bazar),Hanumangarh(Urlivas),0.543
Adilabad(Rythu Bazar),Hapur,0.661
Adilabad(Rythu Bazar),Harda(F&V),0.637
Adilabad(Rythu Bazar),Hardoi,0.733
Adilabad(Rythu Bazar),Hindol,0.829
Adilabad(Rythu Bazar),Hinjilicut,0.875
Adilabad(Rythu Bazar),Indore(F&V),0.892
Adilabad(Rythu Bazar),Jabalpur(F&V),0.72
Adilabad(Rythu Bazar),Jafarganj,0.716
Adilabad(Rythu Bazar),Jagadhri,0.732
Adilabad(Rythu Bazar),Jagnair,0.814
Adilabad(Rythu Bazar),Jahangirabad,0.765
Adilabad(Rythu Bazar),Jaipur (F&V),0.737
Adilabad(Rythu Bazar),Jakhal,0.563
Adilabad(Rythu Bazar),Jalalabad,0.536
Adilabad(Rythu Bazar),Jalore,0.779
Adilabad(Rythu Bazar),Jalpaiguri Sadar,0.676
Adilabad(Rythu Bazar),Jasra,0.784
Adilabad(Rythu Bazar),Jasvantnagar,0.691
Adilabad(Rythu Bazar),Jaunpur,0.56
Adilabad(Rythu Bazar),Jind,0.626
Adilabad(Rythu Bazar),Jodhpur(F&V)(Paota),0.62
Adilabad(Rythu Bazar),Junnar(Narayangaon),0.888
Adilabad(Rythu Bazar),Kalipur,0.827
Adilabad(Rythu Bazar),Kalmeshwar,0.645
Adilabad(Rythu Bazar),Kalwakurthy,0.875
Adilabad(Rythu Bazar),Kamakhyanagar,0.838
Adilabad(Rythu Bazar),Kamthi,0.885
Adilabad(Rythu Bazar),Kangra,0.671
Adilabad(Rythu Bazar),Kangra(Baijnath),0.613
Adilabad(Rythu Bazar),Kangra(Jaisinghpur),0.511
Adilabad(Rythu Bazar),Kipheri,0.561
Adilabad(Rythu Bazar),Kota (F&V),0.685
Adilabad(Rythu Bazar),Madlauda,0.574
Adilabad(Rythu Bazar),Nagpur,0.656
Adilabad(Rythu Bazar),Nuh,0.653
Adilabad(Rythu Bazar),Petlawad,0.538
Adilabad(Rythu Bazar),Thrippunithura,0.72
Adilabad(Rythu Bazar),kalanwali,0.521
Adimali,Agra,0.851
Adimali,Ahirora,0.885
Adimali,Ahmedabad,0.922
Adimali,Ahmednagar,0.913
Adimali,Ajmer(F&V),0.596
Adimali,Ajuha,0.855
Adimali,Akbarpur,0.887
Adimali,Alappuzha,0.929
Adimali,Aligarh,0.853
Adimali,Alipurduar,0.888
Adimali,Alirajpur(F&V),0.586
Adimali,Aluva,0.765
Adimali,Alwar (F&V),0.843
Adimali,Ambala Cantt.,0.845
Adimali,Ambala City(Subji Mandi),0.751
Adimali,Amrawati(Frui & Veg. Market),0.864
Adimali,Amritsar(Amritsar Mewa Mandi),0.781
Adimali,Amroha,0.876
Adimali,"Anand(Veg,Yard,Anand)",0.943
Adimali,Anandnagar,0.864
Adimali,Anchal,0.739
Adimali,Angamaly,0.969
Adimali,Angul(Atthamallick),0.776
Adimali,Ankleshwar,0.879
Adimali,Anoop Shahar,0.886
Adimali,Anwala,0.646
Adimali,Aralamoodu,0.93
Adimali,Asansol,0.849
Adimali,Atarra,0.919
Adimali,Athirampuzha,0.836
Adimali,Attingal,0.935
Adimali,Auraiya,0.894
Adimali,Azadpur,0.911
Adimali,Azamgarh,0.87
Adimali,Baberu,0.891
Adimali,Badayoun,0.843
Adimali,Badwaha,0.684
Adimali,Bagepalli,0.617
Adimali,Bahraich,0.898
Adimali,Balarampur,0.791
Adimali,Ballabhgarh,0.904
Adimali,Ballia,0.859
Adimali,Balrampur,0.887
Adimali,Balugaon,0.858
Adimali,Banda,0.913
Adimali,Bandrol,0.821
Adimali,Bangarmau,0.886
Adimali,Bangarpet,0.912
Adimali,Barabanki,0.871
Adimali,Barara,0.607
Adimali,Barasat,0.87
Adimali,Baraut,0.768
Adimali,Bareilly,0.839
Adimali,Bargarh,0.897
Adimali,Bargarh(Barapalli),0.875
Adimali,Bariwala,0.635
Adimali,Barnala,0.704
Adimali,Barwala,0.696
Adimali,Basti,0.873
Adimali,Batote,0.85
Adimali,Belacoba,0.852
Adimali,Belgaum,0.874
Adimali,Bhadrak,0.937
Adimali,Bharthna,0.856
Adimali,Bharuasumerpur,0.891
Adimali,Bharwari,0.826
Adimali,Bhawanigarh,0.805
Adimali,Bhawanipatna,0.816
Adimali,Bhiwani,0.693
Adimali,Bhopal(F&V),0.876
Adimali,Bhuna,0.782
Adimali,Bhuntar,0.882
Adimali,Bhusaval,0.598
Adimali,Biaora,0.592
Adimali,Bijnaur,0.689
Adimali,Bikaner (F&V),0.7
Adimali,Bilaspur,0.756
Adimali,Bilimora,0.916
Adimali,Bilsi,0.802
Adimali,Bindki,0.824
Adimali,"Binny Mill (F&V), Bangalore",0.958
Adimali,Birbhum,0.797
Adimali,Bowenpally,0.927
Adimali,Buland Shahr,0.85
Adimali,Ch. Dadri,0.879
Adimali,Chaandpur,0.568
Adimali,Chakdah,0.85
Adimali,Chamba,0.744
Adimali,Champadanga,0.926
Adimali,Chandabali,0.743
Adimali,Chandausi,0.865
Adimali,Chandigarh(Grain/Fruit),0.817
Adimali,Chandoli,0.881
Adimali,Chandrapur(Ganjwad),0.791
Adimali,Chandvad,0.602
Adimali,Channapatana,0.942
Adimali,Charra,0.815
Adimali,Chathanoor,0.942
Adimali,Chatta Krushak Bazar,0.715
Adimali,Chengannur,0.815
Adimali,Chhachrauli,0.584
Adimali,Chhindwara(F&V),0.881
Adimali,Chickkaballapura,0.951
Adimali,Chikkamagalore,0.891
Adimali,Chintamani,0.893
Adimali,Chirgaon,0.908
Adimali,Chittorgarh,0.714
Adimali,Chitwadagaon,0.846
Adimali,Chorichora,0.653
Adimali,Churu,0.62
Adimali,Dabwali,0.768
Adimali,Dahod(Veg. Market),0.75
Adimali,Damnagar,0.912
Adimali,Dasuya,0.74
Adimali,Davangere,0.955
Adimali,Deori,0.532
Adimali,Devariya,0.804
Adimali,Dewas(F&V),0.776
Adimali,Dhamnod,0.796
Adimali,Dhand,0.707
Adimali,Dhupguri,0.838
Adimali,Dinanagar,0.547
Adimali,Doddaballa Pur,0.866
Adimali,Doraha,0.79
Adimali,Dudhansadhan,0.662
Adimali,Durg,0.923
Adimali,Durgapur,0.789
Adimali,Etah,0.872
Adimali,Etawah,0.76
Adimali,Ettumanoor,0.934
Adimali,Falakata,0.835
Adimali,Farukh Nagar,0.854
Adimali,Fatehpur,0.83
Adimali,Fatehpur Sikri,0.838
Adimali,FerozpurZirkha(Nagina),0.786
Adimali,Firozabad,0.81
Adimali,Gadaura,0.582
Adimali,Ganaur,0.784
Adimali,Gazipur,0.752
Adimali,Gharaunda,0.76
Adimali,Ghaziabad,0.807
Adimali,Ghiraur,0.809
Adimali,Gohana,0.686
Adimali,Golagokarnath,0.809
Adimali,Goluwala,0.702
Adimali,Gonda,0.797
Adimali,Gorakhpur,0.819
Adimali,Gowribidanoor,0.631
Adimali,Gudimalkapur,0.915
Adimali,Gurgaon,0.91
Adimali,Gurusarai,0.891
Adimali,Haatpipliya,0.774
Adimali,Habra,0.778
Adimali,Hamirpur,0.802
Adimali,Hamirpur(Nadaun),0.59
Adimali,Hanumangarh Town,0.667
Adimali,Hanumangarh(Urlivas),0.557
Adimali,Hapur,0.663
Adimali,Harda(F&V),0.614
Adimali,Hardoi,0.766
Adimali,Hindol,0.82
Adimali,Hinjilicut,0.885
Adimali,Indore(F&V),0.906
Adimali,Jabalpur(F&V),0.771
Adimali,Jafarganj,0.734
Adimali,Jagadhri,0.787
Adimali,Jagnair,0.807
Adimali,Jahangirabad,0.755
Adimali,Jaipur (F&V),0.78
Adimali,Jakhal,0.593
Adimali,Jalalabad,0.584
Adimali,Jalore,0.745
Adimali,Jalpaiguri Sadar,0.698
Adimali,Jasra,0.779
Adimali,Jasvantnagar,0.708
Adimali,Jaunpur,0.602
Adimali,Jind,0.652
Adimali,Jodhpur(F&V)(Paota),0.599
Adimali,Junnar(Narayangaon),0.873
Adimali,Kalipur,0.821
Adimali,Kalmeshwar,0.639
Adimali,Kalwakurthy,0.905
Adimali,Kamakhyanagar,0.867
Adimali,Kamthi,0.915
Adimali,Kangra,0.746
Adimali,Kangra(Baijnath),0.585
Adimali,Kangra(Jaisinghpur),0.541
Adimali,Kipheri,0.52
Adimali,Kota (F&V),0.754
Adimali,Kottayam,0.54
Adimali,Madlauda,0.656
Adimali,Nagpur,0.76
Adimali,Neyyatinkara,0.59
Adimali,Nuh,0.713
Adimali,Petlawad,0.581
Adimali,Thrippunithura,0.804
Adimali,kalanwali,0.528
Agra,Ahirora,0.976
Agra,Ahmedabad,0.915
Agra,Ahmednagar,0.945
Agra,Ajmer(F&V),0.545
Agra,Ajuha,0.979
Agra,Akbarpur,0.953
Agra,Alappuzha,0.877
Agra,Aligarh,0.976
Agra,Alipurduar,0.927
Agra,Alirajpur(F&V),0.797
Agra,Aluva,0.607
Agra,Alwar (F&V),0.943
Agra,Ambala Cantt.,0.921
Agra,Ambala City(Subji Mandi),0.808
Agra,Amrawati(Frui & Veg. Market),0.903
Agra,Amritsar(Amritsar Mewa Mandi),0.935
Agra,Amroha,0.982
Agra,"Anand(Veg,Yard,Anand)",0.925
Agra,Anandnagar,0.968
Agra,Anchal,0.789
Agra,Angamaly,0.884
Agra,Angul(Atthamallick),0.656
Agra,Ankleshwar,0.954
Agra,Anoop Shahar,0.878
Agra,Anwala,0.892
Agra,Aralamoodu,0.841
Agra,Asansol,0.924
Agra,Ashahipora (Anantnagh),0.525
Agra,Atarra,0.976
Agra,Athirampuzha,0.884
Agra,Attingal,0.84
Agra,Auraiya,0.982
Agra,Azadpur,0.925
Agra,Azamgarh,0.956
Agra,Baberu,0.93
Agra,Badayoun,0.974
Agra,Badwaha,0.875
Agra,Bahraich,0.958
Agra,Balarampur,0.894
Agra,Ballabhgarh,0.894
Agra,Ballia,0.97
Agra,Balrampur,0.887
Agra,Balugaon,0.945
Agra,Banda,0.972
Agra,Bandrol,0.794
Agra,Bangarmau,0.971
Agra,Bangarpet,0.897
Agra,Barabanki,0.941
Agra,Barara,0.806
Agra,Barasat,0.942
Agra,Baraut,0.894
Agra,Bareilly,0.973
Agra,Bargarh,0.949
Agra,Bargarh(Barapalli),0.949
Agra,Bariwala,0.647
Agra,Barnala,0.898
Agra,Barwala,0.87
Agra,Basti,0.965
Agra,Batote,0.973
Agra,Bayana,0.638
Agra,Belacoba,0.884
Agra,Belgaum,0.931
Agra,Bhadara,0.548
Agra,Bhadrak,0.917
Agra,Bharthna,0.969
Agra,Bharuasumerpur,0.97
Agra,Bharwari,0.964
Agra,Bhawanigarh,0.919
Agra,Bhawanipatna,0.836
Agra,Bhiwani,0.905
Agra,Bhopal(F&V),0.899
Agra,Bhuna,0.914
Agra,Bhuntar,0.913
Agra,Bhusaval,0.75
Agra,Biaora,0.802
Agra,Bijnaur,0.929
Agra,Bikaner (F&V),0.815
Agra,Bilaspur,0.875
Agra,Bilimora,0.942
Agra,Bilsi,0.956
Agra,Bindki,0.952
Agra,"Binny Mill (F&V), Bangalore",0.879
Agra,Birbhum,0.898
Agra,Bowenpally,0.735
Agra,Buland Shahr,0.967
Agra,Ch. Dadri,0.969
Agra,Chaandpur,0.831
Agra,Chakdah,0.931
Agra,Chamba,0.901
Agra,Champadanga,0.933
Agra,Chandabali,0.865
Agra,Chandausi,0.976
Agra,Chandigarh(Grain/Fruit),0.936
Agra,Chandoli,0.973
Agra,Chandrapur(Ganjwad),0.842
Agra,Chandvad,0.748
Agra,Channapatana,0.828
Agra,Charra,0.945
Agra,Chathanoor,0.918
Agra,Chatta Krushak Bazar,0.837
Agra,Chengannur,0.69
Agra,Chhachrauli,0.68
Agra,Chhindwara(F&V),0.918
Agra,Chickkaballapura,0.868
Agra,Chikkamagalore,0.95
Agra,Chintamani,0.821
Agra,Chirgaon,0.971
Agra,Chittorgarh,0.825
Agra,Chitwadagaon,0.961
Agra,Chorichora,0.814
Agra,Churu,0.808
Agra,Chutmalpur,0.664
Agra,Dabwali,0.936
Agra,Dahod(Veg. Market),0.861
Agra,Damnagar,0.854
Agra,Dasuya,0.87
Agra,Davangere,0.834
Agra,Deori,0.644
Agra,Devariya,0.935
Agra,Dewas(F&V),0.815
Agra,Dhamnod,0.716
Agra,Dhand,0.794
Agra,Dhupguri,0.867
Agra,Dinanagar,0.742
Agra,Doddaballa Pur,0.946
Agra,Doraha,0.922
Agra,Dudhansadhan,0.878
Agra,Dudhi,0.676
Agra,Durg,0.879
Agra,Durgapur,0.936
Agra,Etah,0.922
Agra,Etawah,0.913
Agra,Ettumanoor,0.903
Agra,Falakata,0.922
Agra,Farukh Nagar,0.871
Agra,Fatehpur,0.964
Agra,Fatehpur Sikri,0.965
Agra,FerozpurZirkha(Nagina),0.922
Agra,Firozabad,0.97
Agra,Gadaura,0.805
Agra,Ganaur,0.913
Agra,Gangoh,0.657
Agra,Garh Shankar(Mahalpur),0.624
Agra,Gazipur,0.905
Agra,Gharaunda,0.884
Agra,Ghaziabad,0.942
Agra,Ghiraur,0.919
Agra,Gohana,0.817
Agra,Golagokarnath,0.931
Agra,Goluwala,0.733
Agra,Gonda,0.922
Agra,Gopa,0.631
Agra,Gorakhpur,0.933
Agra,Gowribidanoor,0.712
Agra,Gudimalkapur,0.865
Agra,Gurgaon,0.907
Agra,Gurusarai,0.958
Agra,Haatpipliya,0.914
Agra,Habra,0.907
Agra,Hamirpur,0.95
Agra,Hamirpur(Nadaun),0.799
Agra,Hanumangarh Town,0.853
Agra,Hanumangarh(Urlivas),0.753
Agra,Hapur,0.842
Agra,Harda(F&V),0.792
Agra,Hardoi,0.882
Agra,Hindol,0.897
Agra,Hinjilicut,0.88
Agra,Hoshangabad,0.573
Agra,Indore(F&V),0.879
Agra,Jabalpur(F&V),0.748
Agra,Jafarganj,0.863
Agra,Jagadhri,0.863
Agra,Jagnair,0.907
Agra,Jahangirabad,0.916
Agra,Jaipur (F&V),0.92
Agra,Jakhal,0.778
Agra,Jalalabad,0.808
Agra,Jalandhar City(Jalandhar),0.716
Agra,Jalgaon,0.554
Agra,Jalore,0.9
Agra,Jalpaiguri Sadar,0.784
Agra,Jasra,0.942
Agra,Jasvantnagar,0.86
Agra,Jaunpur,0.801
Agra,Jind,0.843
Agra,Jodhpur(F&V)(Paota),0.739
Agra,Junnar(Narayangaon),0.9
Agra,K.R. Pet,0.69
Agra,Kalipur,0.907
Agra,Kalmeshwar,0.798
Agra,Kalwakurthy,0.864
Agra,Kamakhyanagar,0.908
Agra,Kamthi,0.866
Agra,Kangra,0.667
Agra,Kangra(Baijnath),0.789
Agra,Kangra(Jaisinghpur),0.698
Agra,Kipheri,0.525
Agra,Kota (F&V),0.634
Agra,Kottayam,0.515
Agra,Madlauda,0.649
Agra,Mysore (Bandipalya),0.539
Agra,Nagpur,0.747
Agra,Neyyatinkara,0.582
Agra,Nuh,0.584
Agra,Petlawad,0.583
Agra,Sonepat,0.542
Agra,Thrippunithura,0.575
Agra,kalanwali,0.709
Ahirora,Ahmedabad,0.928
Ahirora,Ahmednagar,0.959
Ahirora,Ajmer(F&V),0.643
Ahirora,Ajuha,0.984
Ahirora,Akbarpur,0.98
Ahirora,Alappuzha,0.919
Ahirora,Aligarh,0.976
Ahirora,Alipurduar,0.955
Ahirora,Alirajpur(F&V),0.804
Ahirora,Aluva,0.633
Ahirora,Alwar (F&V),0.94
Ahirora,Ambala Cantt.,0.93
Ahirora,Ambala City(Subji Mandi),0.839
Ahirora,Amrawati(Frui & Veg. Market),0.908
Ahirora,Amritsar(Amritsar Mewa Mandi),0.939
Ahirora,Amroha,0.99
Ahirora,"Anand(Veg,Yard,Anand)",0.933
Ahirora,Anandnagar,0.982
Ahirora,Anchal,0.829
Ahirora,Angamaly,0.911
Ahirora,Angul(Atthamallick),0.696
Ahirora,Ankleshwar,0.931
Ahirora,Anoop Shahar,0.902
Ahirora,Anwala,0.885
Ahirora,Aralamoodu,0.872
Ahirora,Asansol,0.935
Ahirora,Ashahipora (Anantnagh),0.56
Ahirora,Atarra,0.979
Ahirora,Athirampuzha,0.905
Ahirora,Attingal,0.865
Ahirora,Auraiya,0.993
Ahirora,Azadpur,0.943
Ahirora,Azamgarh,0.982
Ahirora,Baberu,0.964
Ahirora,Badayoun,0.984
Ahirora,Badwaha,0.877
Ahirora,Bahraich,0.98
Ahirora,Balarampur,0.92
Ahirora,Ballabhgarh,0.945
Ahirora,Ballia,0.987
Ahirora,Balrampur,0.917
Ahirora,Balugaon,0.951
Ahirora,Banda,0.979
Ahirora,Bandrol,0.815
Ahirora,Bangarmau,0.987
Ahirora,Bangarpet,0.922
Ahirora,Barabanki,0.971
Ahirora,Barara,0.805
Ahirora,Barasat,0.963
Ahirora,Baraut,0.925
Ahirora,Bareilly,0.981
Ahirora,Bargarh,0.969
Ahirora,Bargarh(Barapalli),0.964
Ahirora,Bariwala,0.689
Ahirora,Barnala,0.913
Ahirora,Barwala,0.878
Ahirora,Basti,0.986
Ahirora,Batote,0.964
Ahirora,Bayana,0.645
Ahirora,Belacoba,0.917
Ahirora,Belgaum,0.942
Ahirora,Bhadara,0.576
Ahirora,Bhadrak,0.943
Ahirora,Bharthna,0.984
Ahirora,Bharuasumerpur,0.977
Ahirora,Bharwari,0.975
Ahirora,Bhawanigarh,0.949
Ahirora,Bhawanipatna,0.897
Ahirora,Bhiwani,0.887
Ahirora,Bhopal(F&V),0.934
Ahirora,Bhuna,0.907
Ahirora,Bhuntar,0.935
Ahirora,Bhusaval,0.784
Ahirora,Biaora,0.807
Ahirora,Bijnaur,0.912
Ahirora,Bikaner (F&V),0.795
Ahirora,Bilaspur,0.904
Ahirora,Bilimora,0.955
Ahirora,Bilsi,0.969
Ahirora,Bindki,0.963
Ahirora,"Binny Mill (F&V), Bangalore",0.905
Ahirora,Birbhum,0.922
Ahirora,Bowenpally,0.789
Ahirora,Buland Shahr,0.977
Ahirora,Ch. Dadri,0.962
Ahirora,Chaandpur,0.832
Ahirora,Chakdah,0.933
Ahirora,Chamba,0.918
Ahirora,Champadanga,0.962
Ahirora,Chandabali,0.913
Ahirora,Chandausi,0.987
Ahirora,Chandigarh(Grain/Fruit),0.957
Ahirora,Chandoli,0.991
Ahirora,Chandrapur(Ganjwad),0.89
Ahirora,Chandvad,0.789
Ahirora,Channapatana,0.863
Ahirora,Charra,0.962
Ahirora,Chathanoor,0.943
Ahirora,Chatta Krushak Bazar,0.872
Ahirora,Chengannur,0.749
Ahirora,Chhachrauli,0.68
Ahirora,Chhindwara(F&V),0.926
Ahirora,Chickkaballapura,0.892
Ahirora,Chikkamagalore,0.933
Ahirora,Chintamani,0.837
Ahirora,Chirgaon,0.979
Ahirora,Chittorgarh,0.833
Ahirora,Chitwadagaon,0.983
Ahirora,Chorichora,0.857
Ahirora,Churu,0.833
Ahirora,Chutmalpur,0.66
Ahirora,Dabwali,0.925
Ahirora,Dahod(Veg. Market),0.879
Ahirora,Damnagar,0.901
Ahirora,Dasuya,0.857
Ahirora,Davangere,0.872
Ahirora,Deori,0.708
Ahirora,Devariya,0.953
Ahirora,Dewas(F&V),0.861
Ahirora,Dhamnod,0.794
Ahirora,Dhand,0.827
Ahirora,Dhupguri,0.898
Ahirora,Dinanagar,0.776
Ahirora,Doddaballa Pur,0.948
Ahirora,Doraha,0.936
Ahirora,Dudhansadhan,0.898
Ahirora,Dudhi,0.693
Ahirora,Durg,0.92
Ahirora,Durgapur,0.931
Ahirora,Etah,0.958
Ahirora,Etawah,0.935
Ahirora,Ettumanoor,0.918
Ahirora,Falakata,0.949
Ahirora,Farukh Nagar,0.919
Ahirora,Fatehpur,0.973
Ahirora,Fatehpur Sikri,0.974
Ahirora,FerozpurZirkha(Nagina),0.937
Ahirora,Firozabad,0.969
Ahirora,Gadaura,0.821
Ahirora,Ganaur,0.915
Ahirora,Gangoh,0.635
Ahirora,Garh Shankar(Mahalpur),0.63
Ahirora,Gazipur,0.932
